"customerid","avg_order_value"
14758,"371.01"
12783,"370.99"
15063,"370.80"
13756,"370.68"
15252,"370.39"
12383,"370.11"
13013,"370.07"
17873,"369.79"
15811,"369.77"
13804,"369.77"
15922,"369.50"
16758,"369.34"
12553,"369.23"
14868,"369.20"
14888,"369.20"
15933,"369.15"
12381,"369.06"
14403,"368.95"
15045,"367.83"
15128,"367.75"
16316,"367.36"
16065,"367.14"
14665,"367.14"
14667,"367.00"
17047,"366.97"
18181,"366.85"
18245,"366.72"
13831,"366.41"
15983,"366.28"
17911,"366.23"
14971,"365.99"
14161,"365.87"
15514,"365.79"
14233,"365.68"
14778,"365.43"
14057,"365.39"
16202,"365.27"
13211,"365.14"
15152,"365.05"
13652,"365.03"
13736,"364.90"
16153,"364.85"
14886,"364.80"
12468,"364.77"
12373,"364.60"
15343,"364.50"
14528,"364.22"
13426,"364.13"
17666,"364.08"
12538,"363.95"
16722,"363.91"
18229,"363.85"
14171,"363.79"
16509,"363.70"
18056,"363.65"
16485,"363.65"
14932,"363.53"
16903,"363.20"
17001,"362.69"
16140,"362.59"
15636,"362.38"
16052,"362.06"
15025,"361.96"
15572,"361.92"
12856,"361.80"
13844,"361.62"
16769,"361.54"
17073,"361.52"
16305,"361.22"
13291,"361.11"
14800,"360.98"
15272,"360.97"
16533,"360.94"
17175,"360.92"
13481,"360.91"
14869,"360.72"
14191,"360.37"
14561,"360.25"
15529,"360.24"
15812,"360.23"
16595,"360.16"
16249,"360.01"
13298,"360.00"
17449,"359.89"
15197,"359.87"
17719,"359.74"
14407,"359.62"
15120,"358.82"
17948,"358.56"
16823,"358.38"
15274,"358.29"
16049,"358.27"
12535,"358.18"
17029,"358.00"
13228,"358.00"
13976,"357.98"
16503,"357.98"
13475,"357.95"
13131,"357.77"
14621,"357.67"
15330,"357.48"
13875,"357.36"
13159,"357.34"
15238,"357.33"
13521,"357.24"
15757,"357.21"
16971,"357.21"
17041,"357.16"
12616,"356.65"
13169,"356.44"
17571,"356.42"
16477,"356.35"
13416,"356.25"
13269,"356.22"
17642,"356.14"
15247,"356.00"
15436,"355.92"
17491,"355.89"
16463,"355.60"
14537,"355.56"
14443,"355.05"
15801,"354.65"
17856,"354.51"
14056,"354.47"
15594,"354.36"
16214,"354.25"
15951,"354.11"
16449,"353.85"
13210,"353.48"
17188,"353.46"
13343,"353.43"
16309,"353.29"
14804,"353.27"
18130,"353.13"
15237,"353.08"
14291,"353.02"
12617,"352.98"
16364,"352.90"
15678,"352.70"
17164,"352.48"
17419,"352.21"
17934,"352.13"
12823,"351.90"
16274,"351.75"
15103,"351.68"
12566,"351.65"
15870,"351.44"
15789,"351.30"
14640,"351.23"
13923,"351.13"
13332,"350.90"
14179,"350.78"
15547,"350.76"
13740,"350.75"
14649,"350.65"
14356,"350.61"
16416,"350.47"
15563,"350.11"
13108,"350.06"
15971,"349.99"
12662,"349.98"
15329,"349.90"
12532,"349.83"
13670,"349.70"
13887,"349.55"
13808,"349.53"
15839,"349.50"
18250,"349.27"
17423,"349.21"
15405,"349.10"
13927,"348.99"
16520,"348.86"
13790,"348.80"
15800,"348.45"
15700,"348.34"
16159,"348.20"
13052,"348.15"
15192,"348.11"
17930,"348.10"
15810,"348.00"
14009,"347.81"
15073,"347.80"
17457,"347.54"
14673,"347.28"
16539,"347.20"
12925,"347.02"
13062,"346.98"
12952,"346.95"
14643,"346.91"
13601,"346.66"
12410,"346.66"
13014,"346.63"
13870,"346.37"
14465,"346.15"
14515,"346.15"
16423,"346.12"
17733,"346.10"
13091,"345.82"
15570,"345.74"
14209,"345.57"
16389,"345.52"
16145,"345.41"
17123,"345.30"
16212,"345.17"
13774,"345.00"
18085,"344.98"
13023,"344.95"
14633,"344.90"
17975,"344.87"
13971,"344.78"
13799,"344.43"
17724,"344.33"
16978,"344.33"
16642,"344.17"
17569,"344.14"
17405,"343.80"
15047,"343.62"
16156,"343.56"
15520,"343.50"
15267,"343.47"
17033,"343.38"
12715,"343.36"
13050,"343.34"
18196,"343.31"
14409,"343.24"
16729,"343.11"
15095,"342.65"
14188,"342.39"
13813,"341.72"
16826,"341.70"
17086,"341.68"
12407,"341.62"
14897,"341.60"
16401,"341.53"
17612,"341.41"
13347,"341.36"
15240,"341.31"
15370,"340.86"
17397,"340.71"
13450,"340.62"
13418,"340.41"
15115,"340.11"
15270,"339.93"
13376,"339.92"
14808,"339.82"
13824,"339.79"
14788,"339.72"
13430,"339.72"
17813,"339.61"
13737,"339.60"
15046,"339.36"
16545,"339.30"
17434,"339.12"
13548,"339.08"
17697,"338.95"
15696,"338.89"
16183,"338.71"
15796,"338.58"
13388,"338.55"
13040,"338.50"
14859,"338.44"
15116,"338.19"
12712,"338.16"
15380,"338.05"
16493,"337.91"
15626,"337.90"
17462,"337.85"
18156,"337.82"
14732,"337.81"
12642,"337.75"
15652,"337.74"
12457,"337.60"
15942,"337.44"
14775,"337.30"
15900,"337.28"
17749,"337.26"
15411,"337.23"
14482,"337.14"
17973,"337.04"
16105,"336.96"
16572,"336.53"
16174,"336.52"
15619,"336.40"
15140,"336.32"
12463,"336.20"
17951,"336.18"
17646,"336.13"
12838,"335.98"
14628,"335.98"
18276,"335.86"
14631,"335.66"
14196,"335.52"
16063,"335.32"
14456,"335.25"
16045,"335.18"
14227,"335.10"
13867,"335.03"
17656,"334.94"
12489,"334.93"
14988,"334.54"
15466,"334.53"
12350,"334.40"
16186,"333.91"
16268,"333.83"
12594,"333.82"
13216,"333.74"
16625,"333.08"
17504,"333.00"
17754,"332.93"
17105,"332.89"
14902,"332.66"
15687,"332.57"
12912,"332.46"
16850,"332.41"
16803,"332.30"
16295,"332.14"
16208,"332.13"
13596,"332.06"
16177,"331.95"
16573,"331.81"
16030,"331.24"
17633,"331.21"
15210,"331.18"
17862,"330.90"
12519,"330.84"
13706,"330.79"
13028,"330.66"
15365,"330.62"
14223,"330.38"
13590,"330.32"
16711,"330.21"
15130,"330.11"
14514,"330.07"
14591,"330.05"
17422,"329.90"
12953,"329.85"
15492,"329.73"
13759,"329.71"
17866,"329.65"
13239,"329.56"
13750,"329.45"
17914,"329.36"
17154,"329.34"
14150,"329.32"
15153,"329.25"
15880,"329.03"
14012,"328.80"
17222,"328.65"
17459,"328.65"
17321,"328.58"
17243,"328.46"
15105,"328.42"
13049,"328.34"
16712,"328.30"
12364,"328.28"
14747,"328.20"
14206,"328.16"
16318,"328.15"
15314,"327.97"
13627,"327.69"
16255,"327.49"
15133,"327.47"
14477,"327.40"
16366,"327.30"
16120,"327.29"
14262,"327.28"
14870,"327.25"
12541,"327.06"
13246,"326.92"
14651,"326.87"
18170,"326.77"
17841,"326.77"
18151,"326.67"
13496,"326.67"
18121,"326.65"
15205,"326.62"
14548,"326.40"
17715,"326.40"
14297,"326.33"
16071,"326.24"
12684,"326.23"
12853,"326.18"
14132,"326.00"
15363,"326.00"
16830,"325.91"
14850,"325.75"
16370,"325.48"
13999,"325.15"
15944,"325.10"
15108,"325.06"
12790,"324.92"
13168,"324.90"
15449,"324.84"
16515,"324.83"
12994,"324.81"
15172,"324.81"
13801,"324.80"
14466,"324.63"
17613,"324.61"
15597,"324.57"
15606,"324.46"
13854,"324.38"
15506,"324.03"
16224,"323.83"
13047,"323.75"
18161,"323.74"
15804,"323.57"
12589,"323.34"
16057,"323.30"
15621,"323.26"
14060,"323.18"
15921,"323.03"
16739,"323.00"
16992,"322.86"
15805,"322.83"
14855,"322.82"
16627,"322.80"
15864,"322.72"
12719,"322.48"
12528,"322.25"
14424,"322.08"
14451,"321.95"
14484,"321.92"
16383,"321.88"
15793,"321.87"
17976,"321.79"
15136,"321.68"
18073,"321.65"
14020,"321.40"
13034,"321.39"
15384,"321.20"
15236,"321.05"
18218,"320.96"
14006,"320.73"
12365,"320.69"
16096,"320.62"
14622,"320.58"
12624,"320.57"
15156,"320.50"
13986,"320.46"
13417,"320.42"
13527,"320.34"
17350,"320.33"
15648,"319.75"
13266,"319.52"
12697,"319.20"
18198,"319.15"
14334,"319.03"
18160,"319.03"
14754,"319.02"
16967,"319.02"
15628,"318.92"
14128,"318.75"
17248,"318.65"
14481,"318.25"
14703,"318.17"
17839,"318.15"
14664,"318.12"
15829,"318.07"
12648,"318.05"
18066,"318.00"
17172,"317.76"
14210,"317.64"
14540,"317.55"
14916,"317.24"
14849,"317.22"
15199,"317.17"
15257,"317.15"
16660,"316.91"
15385,"316.88"
15243,"316.68"
16761,"316.62"
15204,"316.58"
17458,"316.50"
14719,"316.37"
13494,"316.26"
14220,"316.20"
16743,"316.16"
18183,"316.04"
13822,"316.00"
17314,"315.99"
15244,"315.79"
18117,"315.65"
12614,"315.60"
15747,"315.55"
15955,"315.45"
16688,"315.21"
17690,"315.12"
15766,"315.06"
13394,"315.00"
17388,"314.89"
17591,"314.81"
13046,"314.66"
17019,"314.52"
16193,"314.45"
12650,"314.44"
13525,"314.39"
16227,"314.22"
13004,"314.22"
16170,"314.17"
16283,"314.16"
15970,"314.10"
14075,"314.09"
17481,"313.90"
13484,"313.80"
16582,"313.62"
14729,"313.49"
15129,"313.40"
15402,"313.39"
15289,"313.26"
12352,"313.25"
13914,"313.23"
13845,"312.98"
14135,"312.69"
17725,"312.64"
15318,"312.62"
17085,"312.48"
17231,"312.47"
12834,"312.38"
18239,"312.32"
13642,"312.28"
15932,"311.98"
12785,"311.95"
16450,"311.92"
14142,"311.81"
15326,"311.71"
13368,"311.70"
14951,"311.69"
13552,"311.67"
14401,"311.65"
14327,"311.65"
16841,"311.64"
15258,"311.58"
12852,"311.55"
15182,"311.43"
13990,"311.30"
16781,"311.25"
15291,"311.22"
13897,"311.16"
15787,"311.09"
16394,"311.07"
13313,"311.06"
18217,"310.88"
14152,"310.65"
12483,"310.62"
13402,"310.62"
15185,"310.62"
15308,"310.47"
15117,"310.36"
17289,"310.34"
14189,"310.27"
14311,"310.26"
12647,"310.24"
17618,"310.09"
14924,"310.05"
17731,"310.03"
15699,"309.65"
16810,"309.54"
14339,"309.52"
13634,"309.47"
14847,"309.40"
13493,"309.31"
12596,"309.14"
12884,"309.05"
16134,"309.04"
15010,"308.94"
13397,"308.83"
16956,"308.74"
16979,"308.67"
12935,"308.67"
14475,"308.62"
13699,"308.58"
14231,"308.57"
14377,"308.53"
17510,"308.48"
17048,"308.45"
13369,"308.28"
16311,"308.13"
14905,"308.08"
13466,"307.90"
18109,"307.88"
15750,"307.88"
16966,"307.85"
15973,"307.82"
16123,"307.78"
13395,"307.72"
13060,"307.53"
17120,"307.46"
13932,"307.40"
16551,"307.37"
17519,"307.34"
18180,"307.29"
13142,"307.09"
15087,"306.94"
13148,"306.94"
14913,"306.86"
12997,"306.72"
13762,"306.72"
13924,"306.48"
15659,"306.45"
14321,"306.15"
17176,"306.13"
16511,"306.11"
13650,"306.06"
15232,"306.03"
15841,"306.02"
16109,"305.94"
13863,"305.78"
15219,"305.75"
14712,"305.69"
16796,"305.62"
16814,"305.56"
16181,"305.54"
13731,"305.30"
18220,"305.28"
13045,"305.28"
12673,"305.26"
12623,"305.10"
14636,"304.93"
15203,"304.63"
17941,"304.56"
16818,"304.51"
15078,"304.47"
13933,"304.40"
18185,"304.25"
17070,"304.24"
16066,"304.21"
13213,"304.12"
14359,"304.06"
17732,"303.97"
16400,"303.93"
17799,"303.92"
15527,"303.57"
17119,"303.46"
17774,"303.43"
16748,"303.18"
17433,"303.16"
13038,"302.82"
17507,"302.79"
16425,"302.70"
14248,"302.58"
13233,"302.56"
14323,"302.53"
18165,"302.46"
17664,"302.32"
16292,"302.25"
12944,"302.25"
17506,"302.20"
17094,"302.00"
16297,"301.90"
17653,"301.89"
16715,"301.72"
15667,"301.32"
15807,"301.30"
15148,"301.29"
15366,"301.26"
17069,"301.08"
15623,"301.03"
17978,"300.92"
16430,"300.85"
15738,"300.78"
14762,"300.52"
13668,"300.47"
13304,"300.42"
15254,"300.36"
17793,"300.34"
13158,"300.27"
13745,"300.04"
18053,"300.02"
12872,"299.99"
12556,"299.78"
15555,"299.68"
18215,"299.34"
13311,"299.29"
17191,"299.10"
13667,"299.05"
17720,"298.98"
17526,"298.97"
14108,"298.96"
17490,"298.90"
18179,"298.86"
18122,"298.84"
15145,"298.68"
15187,"298.57"
14645,"298.55"
15609,"298.48"
15381,"298.42"
17824,"298.40"
15865,"298.38"
14215,"298.29"
16104,"298.21"
17678,"298.11"
18246,"298.05"
14965,"298.05"
12881,"298.00"
13888,"297.83"
17658,"297.71"
14284,"297.63"
16788,"297.20"
15857,"297.00"
14696,"296.99"
16612,"296.92"
17531,"296.70"
14040,"296.69"
13441,"296.64"
15220,"296.49"
16395,"296.41"
13751,"296.25"
13504,"295.93"
16900,"295.70"
15573,"295.59"
18016,"295.53"
13276,"295.47"
16681,"295.06"
13452,"295.00"
12948,"294.99"
14030,"294.85"
14882,"294.85"
14954,"294.85"
15799,"294.71"
14963,"294.47"
13456,"294.45"
16838,"294.42"
17124,"294.24"
15907,"294.24"
14338,"294.11"
13662,"293.75"
13037,"293.69"
17890,"293.45"
12384,"292.64"
12704,"292.60"
17512,"292.50"
16721,"292.47"
16384,"292.25"
18257,"292.20"
14023,"292.04"
13557,"292.03"
15100,"292.00"
15762,"291.88"
13449,"291.88"
13309,"291.36"
16161,"291.25"
14092,"291.21"
13021,"290.71"
16648,"290.66"
17259,"290.62"
15279,"290.51"
16526,"290.36"
17551,"290.34"
16353,"290.25"
13630,"290.25"
14595,"290.10"
18095,"290.03"
17464,"289.96"
17201,"289.78"
17886,"289.76"
17211,"289.65"
13292,"289.47"
17540,"289.45"
16125,"289.35"
14549,"289.24"
16637,"288.62"
13268,"288.61"
16062,"288.40"
13846,"288.35"
16837,"288.27"
16723,"288.20"
15396,"288.18"
17977,"288.14"
16432,"287.40"
18123,"287.22"
15339,"287.04"
16221,"286.95"
13911,"286.77"
14834,"286.72"
16098,"286.52"
12816,"286.10"
13816,"285.84"
17696,"285.71"
14953,"285.67"
14035,"285.60"
17636,"285.56"
15858,"285.51"
15821,"285.48"
13708,"285.33"
15315,"285.25"
15681,"285.23"
17064,"285.15"
16037,"285.01"
16429,"284.55"
15106,"284.50"
13121,"283.73"
13439,"283.71"
13321,"283.68"
16020,"283.67"
16667,"283.59"
12703,"283.55"
13259,"283.18"
14748,"283.15"
17694,"283.12"
18096,"283.02"
18125,"282.94"
14350,"282.93"
15500,"282.89"
15581,"282.75"
13177,"282.45"
14099,"282.20"
17090,"282.09"
14824,"281.93"
14803,"281.85"
16933,"281.62"
16848,"281.42"
15596,"281.32"
16916,"281.20"
14659,"281.10"
16271,"280.93"
12559,"280.86"
15426,"280.81"
14701,"280.68"
17076,"280.36"
17247,"280.09"
14332,"280.07"
14975,"279.94"
15556,"279.77"
13769,"279.65"
17503,"279.48"
12987,"279.35"
17115,"279.17"
17585,"279.17"
13631,"279.13"
16350,"279.12"
14480,"279.05"
16554,"279.03"
13995,"278.74"
14533,"278.53"
14764,"278.30"
12679,"278.26"
14562,"278.15"
15984,"278.06"
14908,"277.80"
12775,"277.21"
14891,"277.19"
12399,"277.16"
13803,"277.07"
15898,"276.77"
15068,"276.68"
16833,"276.63"
16924,"276.63"
14116,"276.55"
13064,"276.40"
15351,"276.38"
13862,"276.17"
15114,"276.06"
12363,"276.00"
12750,"275.88"
17674,"275.52"
13588,"275.44"
15716,"275.28"
12427,"275.27"
14653,"275.24"
15569,"275.14"
12437,"275.08"
17235,"275.03"
17265,"275.01"
15164,"274.86"
17284,"274.58"
16164,"274.16"
16031,"273.95"
15745,"273.65"
16811,"273.54"
17637,"273.53"
15608,"273.42"
17759,"273.32"
12793,"272.74"
16092,"272.62"
16983,"272.27"
16943,"272.24"
17498,"272.22"
15399,"271.92"
14816,"271.85"
15356,"271.80"
16726,"271.75"
13811,"271.50"
12708,"271.29"
17054,"271.27"
17767,"271.20"
17496,"271.05"
16230,"271.02"
18108,"271.00"
17011,"270.90"
14341,"270.87"
15774,"270.80"
17447,"270.76"
14032,"270.51"
17980,"270.48"
16460,"270.41"
12743,"270.06"
12558,"269.96"
17071,"269.89"
17251,"269.83"
14352,"269.74"
16094,"269.56"
14499,"269.48"
14496,"269.41"
15469,"269.28"
15533,"269.19"
14539,"268.74"
14312,"268.60"
14727,"268.58"
13637,"268.10"
12422,"267.85"
12868,"267.84"
13102,"267.67"
12947,"267.33"
15408,"267.18"
15320,"267.13"
13434,"267.12"
15517,"267.03"
16451,"266.97"
14064,"266.87"
14863,"266.76"
15433,"266.65"
15027,"266.54"
12784,"266.41"
15119,"266.40"
17703,"266.25"
13280,"266.15"
13389,"265.99"
12936,"265.98"
14068,"265.85"
17673,"265.83"
14688,"265.67"
14423,"265.20"
15706,"265.14"
17968,"265.10"
14265,"265.09"
15831,"264.88"
14002,"264.87"
16185,"264.71"
13973,"264.70"
17611,"264.07"
17403,"263.92"
13016,"263.30"
16759,"263.26"
17644,"263.24"
12576,"263.17"
16455,"263.03"
14511,"262.96"
15919,"262.84"
13126,"262.46"
13212,"262.28"
17861,"262.23"
16413,"262.20"
12628,"262.15"
16728,"262.07"
17634,"262.07"
16936,"261.90"
15777,"261.78"
14047,"261.72"
15407,"261.69"
14293,"261.64"
17329,"261.56"
15806,"261.53"
18136,"261.44"
14309,"261.39"
18075,"261.18"
17797,"260.14"
13018,"259.92"
12600,"259.90"
12571,"259.81"
12584,"259.79"
17411,"259.65"
16626,"259.59"
15143,"259.45"
16175,"259.40"
13127,"259.17"
16678,"259.17"
15030,"259.14"
15281,"259.13"
18252,"259.13"
13742,"258.99"
14243,"258.88"
15260,"258.68"
18205,"258.68"
16474,"258.66"
13314,"258.65"
13199,"258.35"
15414,"258.30"
14584,"258.26"
14711,"258.15"
12724,"257.85"
13227,"257.70"
16790,"257.60"
17663,"257.56"
13626,"257.23"
16592,"257.11"
15246,"257.08"
13005,"256.85"
17290,"256.50"
13704,"256.45"
12430,"256.40"
13806,"256.38"
16727,"256.32"
17896,"256.32"
17385,"256.11"
16447,"255.91"
15277,"255.90"
15033,"255.72"
12582,"255.68"
14851,"255.68"
16561,"255.56"
17096,"255.53"
14881,"255.40"
15406,"255.36"
15261,"254.82"
17391,"254.40"
15154,"254.28"
12797,"254.03"
15867,"254.01"
13885,"253.40"
15473,"253.03"
16719,"252.89"
15019,"252.81"
15568,"252.76"
15035,"252.73"
12413,"252.70"
14446,"252.59"
14224,"252.43"
15346,"252.42"
13645,"252.10"
12991,"251.88"
17630,"251.80"
13429,"251.70"
12395,"251.55"
14931,"251.54"
16976,"251.52"
16863,"251.40"
13512,"251.21"
16024,"251.03"
17262,"250.67"
16616,"250.21"
17303,"250.04"
15510,"250.00"
17659,"249.96"
17146,"249.93"
17456,"249.86"
12722,"249.41"
17298,"249.21"
13860,"249.18"
15110,"249.03"
14211,"249.01"
16124,"249.00"
17495,"248.78"
13061,"248.61"
17034,"248.51"
16510,"248.10"
15097,"248.08"
12904,"248.03"
17374,"247.89"
16232,"247.72"
16730,"247.70"
13880,"247.67"
13725,"247.57"
18072,"247.44"
15854,"247.43"
18009,"247.39"
13349,"247.32"
15201,"247.31"
16352,"247.22"
12763,"247.04"
13900,"246.98"
15062,"246.97"
16710,"246.80"
14282,"246.76"
17324,"246.62"
15783,"246.30"
18171,"246.26"
17278,"246.04"
17451,"245.91"
14085,"245.63"
16188,"245.46"
14236,"245.43"
17997,"245.31"
17461,"245.27"
13599,"245.23"
15877,"245.16"
14416,"245.11"
12660,"245.10"
15215,"244.98"
14428,"244.81"
15118,"244.80"
15525,"244.79"
16146,"244.71"
16528,"244.41"
14534,"244.29"
17925,"244.08"
14745,"244.05"
14396,"243.99"
16099,"243.97"
13103,"243.94"
15227,"243.88"
16793,"243.84"
18193,"243.76"
16791,"243.68"
14522,"243.63"
13886,"243.56"
15634,"243.55"
14698,"243.45"
13675,"243.41"
17453,"243.36"
15287,"243.35"
16009,"243.03"
13155,"242.94"
17410,"242.94"
16996,"242.83"
17193,"242.76"
16601,"242.70"
13477,"242.43"
16999,"242.41"
16215,"242.35"
17920,"242.32"
16059,"242.19"
16518,"242.16"
14713,"242.02"
13531,"241.90"
14147,"241.70"
15776,"241.62"
14404,"241.55"
16603,"241.24"
14523,"241.09"
17521,"241.07"
12504,"241.02"
17051,"240.89"
13717,"240.83"
18144,"240.73"
15598,"240.68"
15286,"240.55"
14684,"240.30"
15518,"240.19"
18062,"240.17"
17555,"240.16"
16368,"239.96"
16023,"239.94"
15605,"239.65"
13118,"239.56"
13570,"239.49"
17684,"239.41"
16756,"239.40"
16607,"239.12"
16693,"238.93"
14320,"238.90"
12561,"238.85"
15835,"238.52"
16103,"238.27"
17228,"238.26"
12718,"238.25"
13882,"238.23"
13267,"237.97"
18035,"237.96"
14853,"237.90"
17877,"237.61"
15421,"237.59"
14586,"237.36"
13705,"237.29"
17179,"237.26"
14730,"237.20"
13249,"237.14"
15457,"237.07"
14867,"236.76"
17530,"236.71"
14127,"236.57"
16136,"236.46"
16173,"236.39"
12732,"236.26"
16026,"236.09"
14647,"236.04"
13187,"236.02"
16919,"235.66"
12820,"235.59"
14375,"235.56"
16042,"235.49"
13066,"235.40"
15963,"235.38"
14126,"235.38"
18008,"235.13"
16882,"235.04"
18077,"234.95"
17368,"234.86"
16015,"234.85"
17527,"234.84"
13534,"234.80"
17974,"234.66"
14896,"234.39"
17060,"234.24"
13755,"234.23"
16961,"234.17"
12736,"234.00"
16997,"234.00"
16393,"233.92"
14029,"233.83"
15468,"233.76"
13348,"233.76"
17734,"233.54"
13579,"233.52"
16583,"233.45"
12924,"233.43"
14741,"233.39"
16374,"233.37"
14205,"233.35"
16302,"233.22"
14532,"233.21"
13248,"232.84"
14447,"232.65"
13678,"232.60"
17552,"232.60"
17472,"232.51"
18213,"232.48"
12423,"232.41"
16912,"232.33"
16117,"232.21"
12963,"232.08"
17908,"232.03"
15349,"231.95"
13499,"231.82"
17418,"231.73"
16954,"231.68"
17111,"231.61"
17964,"231.60"
14472,"231.58"
14331,"231.33"
15053,"231.32"
17348,"231.32"
12720,"231.27"
15312,"231.21"
16641,"231.10"
16987,"230.97"
14776,"230.75"
17198,"230.74"
14470,"230.60"
16445,"230.51"
17125,"230.50"
13786,"230.40"
16824,"230.32"
16805,"230.30"
16926,"230.25"
14880,"230.20"
15181,"229.83"
12812,"229.64"
13008,"229.47"
15528,"229.33"
13506,"229.26"
15707,"229.24"
14793,"228.99"
17347,"228.96"
15092,"228.91"
13146,"228.91"
15121,"228.86"
13712,"228.84"
13070,"228.80"
14434,"228.80"
14141,"228.78"
12375,"228.75"
16945,"228.71"
17770,"228.65"
14178,"228.61"
17676,"228.53"
15587,"228.42"
16904,"228.36"
16527,"228.06"
16172,"228.04"
16466,"227.99"
14507,"227.98"
17220,"227.68"
15582,"227.64"
14335,"227.43"
17341,"227.43"
14569,"227.39"
17302,"227.13"
17212,"226.85"
13474,"226.84"
17629,"226.76"
18158,"226.70"
16872,"226.67"
18071,"226.50"
17860,"226.45"
16315,"226.37"
16619,"226.21"
16332,"226.11"
12672,"225.90"
17789,"225.90"
12402,"225.60"
14052,"225.36"
12942,"225.20"
16587,"225.15"
14357,"225.12"
17470,"225.01"
14543,"224.98"
17171,"224.91"
16293,"224.90"
13700,"224.86"
15005,"224.83"
13951,"224.82"
14129,"224.77"
16086,"224.28"
13258,"224.28"
15175,"224.14"
15906,"223.96"
16471,"223.95"
16753,"223.92"
15079,"223.90"
13784,"223.89"
14929,"223.88"
13926,"223.85"
14780,"223.84"
18177,"223.48"
16076,"223.47"
15637,"223.36"
17534,"223.36"
13382,"222.99"
13741,"222.81"
16361,"222.80"
13515,"222.78"
12919,"222.53"
17190,"222.37"
15969,"222.03"
14598,"221.97"
12676,"221.90"
14449,"221.45"
15643,"221.33"
14720,"221.27"
14102,"221.18"
17609,"221.16"
13419,"221.06"
14502,"220.89"
16482,"220.62"
18114,"220.10"
13954,"219.96"
16968,"219.72"
17966,"219.69"
16357,"219.63"
15241,"219.56"
13600,"219.52"
15096,"219.39"
14818,"219.27"
16225,"219.26"
12702,"219.00"
14272,"218.98"
12552,"218.91"
16157,"218.90"
12592,"218.80"
17238,"218.77"
15790,"218.75"
16513,"218.65"
16657,"218.61"
12574,"218.45"
16392,"217.89"
17398,"217.79"
13200,"217.52"
13203,"217.36"
15554,"217.20"
16326,"217.09"
13983,"216.95"
16931,"216.90"
13739,"216.90"
12493,"216.87"
13503,"216.85"
14715,"216.84"
16969,"216.80"
17068,"216.77"
17035,"216.77"
17779,"216.77"
14239,"216.44"
15604,"216.39"
18118,"216.35"
14034,"216.30"
13858,"216.17"
16495,"216.09"
18212,"216.07"
16434,"215.97"
17777,"215.85"
16179,"215.83"
12680,"215.70"
16014,"215.61"
16734,"215.59"
13715,"215.48"
15651,"215.43"
12452,"215.29"
16190,"215.08"
12831,"215.05"
14577,"214.93"
16884,"214.92"
12588,"214.90"
16338,"214.80"
15230,"214.80"
17312,"214.77"
16764,"214.69"
15712,"214.47"
16949,"214.38"
17619,"214.37"
16846,"214.32"
15460,"214.26"
17522,"214.14"
17545,"214.11"
15297,"213.98"
12693,"213.98"
14601,"213.96"
13621,"213.85"
14414,"213.85"
15976,"213.82"
17153,"213.78"
17560,"213.74"
14241,"213.70"
13318,"213.59"
13411,"213.55"
16591,"213.50"
15540,"213.30"
15022,"213.10"
16880,"213.06"
12843,"212.78"
13110,"212.67"
13263,"212.48"
14157,"212.45"
14657,"212.06"
18061,"211.94"
15866,"211.89"
16017,"211.88"
16899,"211.84"
16139,"211.80"
16119,"211.68"
16942,"211.67"
14898,"211.55"
15703,"211.50"
13271,"211.49"
12995,"211.32"
13473,"211.32"
16689,"211.30"
16780,"211.12"
17929,"210.75"
12826,"210.67"
14021,"210.63"
13539,"210.45"
16418,"210.37"
13532,"210.31"
17990,"210.28"
15889,"210.04"
